832,475
882,423
819,231
685,160
909,498
934,131
127,270
835,32
591,36
1137,383
30,351
767,206
912,253
625,156
400,490
812,317
128,195
364,401
712,250
604,461
859,142
760,227
697,179
175,159
119,154
1010,420
1052,0
535,384
1096,258
218,120
1028,325
958,49
296,414
611,480
731,56
1148,81
191,138
389,352
793,195
148,424
394,392
890,205
708,168
778,218
286,509
765,85
975,284
168,430
1146,413
64,209
242,379
710,496
922,78
584,253
306,111
37,115
1184,468
1026,416
72,159
863,97
951,256
37,43
247,68
1081,0
1135,187
357,306
445,141
811,396
796,193
400,170
388,223
436,402
48,312
343,279
555,422
786,167
918,276
160,43
282,22
294,236
197,127
627,209
1150,419
886,414
637,143
770,132
7,200
195,297
667,70
998,178
230,11
271,132
281,421
65,342
53,337
299,251
490,301
434,490
228,137
501,100
127,43
76,428
1109,195
786,95
75,242
161,193
1155,481
542,242
296,441
117,99
797,383
341,55
311,392
597,140
481,287
675,286
1002,46
708,112
1015,501
280,230
1141,374
1105,343
356,463
444,302
192,420
1097,421
331,277
634,250
195,305
776,299
187,411
751,327
1044,48
474,373
557,298
681,251
394,512
827,436
117,349
1185,397
222,290
1111,164
750,477
942,292
985,360
901,228
560,459
310,196
250,58
939,138
635,206
119,37
1101,155
545,54
745,277
683,161
259,3
1109,290
968,461
635,30
1020,58
531,252
453,158
204,95
169,175
622,239
247,233
783,90
499,499
1042,241
764,356
80,295
1061,355
5,465
248,160
241,334
743,122
882,93
857,83
307,187
1161,164
364,329
772,493
514,385
1087,497
687,68
964,486
1065,524
1087,270
795,515
849,476
910,161
481,467
25,500
183,239
1144,464
1140,220
678,149
1034,472
146,404
833,418
879,166
439,320
1101,317
734,519
330,445
270,248
614,78
894,401
263,271
554,344
1053,219
557,284
591,400
984,3
451,342
307,275
1099,77
40,402
843,270
933,206
779,61
425,187
154,119
158,18
356,246
116,246
775,280
544,18
333,58
927,376
562,358
605,486
193,470
196,286
1154,455
850,231
1186,293
482,103
1132,410
954,131
1118,66
1106,473
27,114
178,484
774,142
1043,316
266,471
387,47
333,233
209,462
416,493
642,42
21,456
700,477
679,346
1119,250
609,328
387,286
310,329
1163,181
775,237
24,509
210,67
341,80
582,6
232,215
463,266
944,301
400,364
606,474
715,0
32,354
331,129
482,65
889,35
930,137
770,423
1125,373
37,164
805,167
260,55
1160,336
918,251
273,427
160,480
1051,305
883,93
553,184
1011,12
707,151
1005,138
289,210
721,167
702,218
376,23
889,58
231,387
73,194
971,398
1047,478
53,85
609,30
100,509
568,227
1073,301
482,343
11,437
691,241
728,510
802,380
376,210
261,471
919,472
224,189
249,196
465,5
352,322
596,76
772,1
264,217
147,100
558,51
182,26
593,289
761,70
668,487
295,516
41,338
629,143
1137,129
1183,442
676,195
134,1
884,308
246,231
211,389
509,96
985,162
317,439
441,478
682,121
420,437
821,126
433,491
100,103
873,376
977,419
254,363
426,480
757,277
373,475
918,235
493,249
557,303
329,2
814,441
568,333
279,456
305,11
1029,120
223,464
977,481
505,453
213,356
510,155
67,139
739,354
317,23
86,226
127,437
190,404
878,479
142,431
94,229
623,205
217,196
68,461
1024,71
435,404
821,463
479,134
691,110
508,57
1043,346
877,504
271,496
370,247
690,219
873,407
348,275
251,355
834,194
1135,412
596,376
29,382
1087,399
514,36
1154,71
566,180
195,220
367,447
437,140
185,312
235,36
64,337
1085,291
713,418
666,202
29,119
360,115
993,28
920,7
464,252
1047,340
14,108
776,49
825,191
777,226
15,4
1148,498
675,334
1142,260
261,420
1066,5
440,32
1071,450
931,22
21,83
912,107
1002,481
90,225
858,515
629,38
698,203
251,241
400,371
63,96
41,115
913,363
427,411
469,447
504,73
157,41
636,180
970,385
578,348
79,28
863,21
151,500
97,367
536,167
926,7
399,175
192,56
347,256
1017,493
448,299
170,431
502,12
1101,228
1123,178
14,205
635,73
453,153
825,379
887,47
503,308
1161,138
380,217
1065,474
722,271
672,226
369,304
465,23
843,434
377,178
438,196
1087,454
281,359
465,230
927,230
508,124
794,70
318,272
299,485
796,431
1173,520
225,100
1167,440
857,407
58,210
510,304
1184,409
1140,439
518,426
392,402
1179,173
1176,425
822,104
397,375
288,365
459,474
90,424
540,338
367,195
378,245
284,393
1062,57
695,462
478,20
544,109
912,144
1130,469
418,404
395,71
177,53
49,157
323,328
90,322
1036,243
1087,516
784,513
961,171
977,215
153,209
553,215
579,426
780,38
590,122
924,480
441,217
199,504
61,362
1160,398
201,60
879,312
1155,117
508,386
307,353
740,415
602,394
74,301
738,385
1135,3
178,342
485,349
473,451
910,281
715,59
1090,243
233,332
473,267
330,319
793,89
651,146
79,518
452,291
911,300
207,238
607,290
972,257
57,63
1102,79
1117,129
559,137
1050,346
688,479
871,381
699,38
242,195
992,372
720,506
400,221
49,446
267,131
225,501
897,114
241,179
901,307
287,71
775,353
1046,326
600,98
1112,293
243,373
351,5
555,511
1119,6
336,515
842,251
500,469
303,320
910,408
435,473
707,23
1158,297
451,203
270,443
411,256
596,77
955,373
657,265
258,78
1000,30
111,84
803,341
36,294
1187,373
795,88
656,353
1074,142
757,90
469,445
1082,75
405,103
580,373
618,313
110,236
922,136
245,127
604,373
1077,207
288,20
739,67
1,157
103,463
41,179
725,31
555,30
214,7
616,453
23,28
336,355
1135,142
583,201
457,396
323,516
769,302
857,83
430,290
1158,35
757,206
686,228
125,138
199,514
471,125
1040,137
51,183
467,406
905,83
419,20
888,469
634,507
1066,54
481,245
1037,460
821,369
601,135
1171,427
421,228
1053,99
155,387
957,366
392,64
429,92
743,118
283,419
592,209
586,289
164,229
663,87
1022,439
703,189
190,265
512,40
61,419
124,412
609,358
918,301
873,285
1177,455
375,488
472,85
885,17
348,38
356,157
91,162
1132,476
204,507
26,99
1099,346
54,186
1085,278
988,445
284,100
828,482
838,515
790,390
228,360
968,209
199,43
1176,353
41,112
997,220
1108,154
595,359
809,301
338,171
936,138
456,116
1001,430
1185,241
165,274
278,38
106,178
977,7
991,196
1147,7
581,90
765,511
709,168
338,116
861,217
6,451
716,292
674,452
978,521
907,158
1146,176
262,225
1062,78
580,336
172,138
1019,395
632,190
666,27
664,425
1036,362
910,313
211,512
1077,318
281,521
830,43
858,400
1162,165
736,441
290,25
242,449
1158,61
170,2
702,23
864,488
712,78
427,356
363,450
233,402
524,207
354,197
231,54
841,445
513,457
759,276
412,6
419,463
445,72
437,302
1165,524
429,415
996,239
567,401
4,1
976,447
1084,49
663,478
494,402
492,11
732,340
421,427
1151,226
1037,347
1141,199
743,88
838,103
160,71
1123,472
1043,36
348,478
447,39
11,375
979,254
331,416
475,119
826,259
744,163
802,380
93,91
668,18
325,466
606,395
959,212
712,157
793,23
288,400
216,238
803,6
298,46
217,249
410,66
936,350
304,169
378,112
861,12
140,505
1085,500
219,46
126,457
227,511
234,269
802,290
306,198
751,336
1117,90
1121,256
660,334
356,163
475,271
926,135
388,133
976,240
724,359
130,206
1013,409
937,431
112,508
624,440
304,35
169,291
938,127
1144,494
851,355
605,86
275,446
1132,318
863,226
611,155
436,391
79,147
412,383
403,346
658,60
545,380
785,137
46,346
702,384
783,366
1065,99
473,278
1008,381
1178,16
1080,505
398,525
1011,321
335,391
1179,168
153,434
1033,352
876,62
270,95
1175,380
448,47
173,484
959,210
874,254
521,225
941,105
84,353
727,191
433,159
872,175
217,18
585,7
265,209
388,120
800,377
21,275
31,83
180,474
360,173
488,187
816,410
872,420
1115,334
11,129
82,198
833,307
502,196
915,189
854,215
319,161
741,467
331,131
121,400
245,55
164,294
19,224
520,33
799,471
396,128
1097,307
545,75
674,377
851,129
612,413
797,369
345,340
954,284
86,84
1140,299
71,252
1154,125
808,479
724,99
206,299
1178,279
153,359
102,84
1032,291
228,320
1131,313
166,502
795,438
563,155
143,254
108,108
430,11
738,185
179,84
416,63
5,412
747,396
797,387
631,501
714,378
1170,187
814,163
850,305
415,123
160,393
95,302
860,316
702,309
678,122
152,71
538,282
1040,266
309,112
18,318
750,3
912,32
432,236
779,399
663,1
359,398
546,486
382,164
796,315
269,498
858,168
1007,63
16,394
507,39
910,174
523,448
1127,522
217,183
136,163
417,221
806,114
173,438
582,512
1121,398
506,429
213,49
475,94
1083,363
411,463
555,436
844,513
811,7
594,130
621,101
198,241
311,10
572,302
5,356
92,66
55,29
617,393
554,424
725,398
446,485
165,144
552,517
483,18
993,70
859,268
745,127
566,210
700,187
648,437
740,409
687,464
299,311
126,62
166,242
643,472
93,457
1033,88
339,386
282,126
585,280
840,472
62,321
183,399
244,214
785,229
875,338
941,251
560,203
981,260
546,43
381,58
269,138
552,322
218,343
260,131
168,447
787,74
1036,300
1005,355
1021,348
139,42
807,420
188,299
1108,398
1058,74
386,351
23,300
267,262
250,335
47,151
976,505
964,163
766,33
865,249
429,228
756,376
284,257
296,23
230,102
526,116
527,66
1127,382
1077,206
908,437
1089,354
1009,27
41,53
1154,133
631,164
161,498
659,187
787,55
204,245
979,492
224,511
1086,338
178,355
930,57
1135,73
179,448
382,116
552,176
815,20
794,484
283,183
35,171
543,491
82,213
1088,99
864,283
179,284
156,337
59,410
830,29
709,308
1056,108
904,404
690,464
9,454
1105,250
241,347
680,174
773,118
230,298
733,392
995,226
1177,143
919,127
778,30
487,266
862,381
613,290
87,505
1161,216
538,376
484,149
120,138
238,8
1076,254
52,269
116,496
542,493
1155,115
816,412
355,446
182,349
1132,23
814,408
906,8
8,255
909,188
318,233
976,221
1105,492
62,25
1,508
768,175
501,339
473,162
476,36
872,308
726,423
135,12
590,247
489,210
396,337
352,523
411,293
823,331
1076,313
141,256
928,293
65,275
562,68
663,420
1070,402
1165,205
109,175
26,476
99,333
404,391
1098,395
678,190
636,406
1132,446
243,68
837,511
762,79
1069,373
1025,509
1091,513
771,31
506,488
1133,48
562,375
525,340
614,4
338,344
123,19
515,26
565,517
1053,123
730,491
996,234
97,247
265,513
667,55
1015,299
206,276
337,488
593,262
614,255
858,477
1131,11
562,11
286,363
882,324
353,186
874,490
400,426
728,431
808,374
1051,332
1181,253
761,271
978,259
1041,456
630,98
1137,301
275,253
747,299
1073,65
81,520
734,61
203,425
910,199
771,260
258,115
639,332
691,508
483,449
173,164
1042,388
680,296
125,251
224,522
556,131
604,488
86,119
796,9
731,31
748,202
925,261
344,14
733,268
226,438
370,508
97,44
329,187
505,88
1002,319
1051,244
770,152
1107,58
481,438
1145,186
1172,258
907,399
665,468
817,206
128,500
858,220
961,451
473,132
722,288
775,272
958,455
1032,332
776,70
869,334
853,215
4,214
364,47
49,507
359,446
778,422
683,63
1101,399
660,249
858,419
787,131
1104,289
1177,401
1089,88
139,147
349,106
1057,338
993,465
987,89
399,49
129,493
293,379
128,58
210,514
322,160
857,166
301,133
746,180
504,167
22,38
455,182
273,146
595,283
1012,313
507,400
860,105
186,354
1125,305
609,343
573,500
981,122
626,168
252,122
769,41
82,124
738,145
390,213
22,194
658,468
1002,206
244,128
1128,475
282,162
637,18
894,26
911,105
711,343
490,417
770,523
591,139
1177,170
133,278
506,288
1076,292
534,15
356,182
475,122
146,111
641,458
236,237
761,207
455,29
82,433
855,6
537,0
753,101
906,86
672,266
78,379
55,139
251,415
1140,103
591,381
818,331
817,249
1059,350
932,525
1054,25
796,246
46,311
60,67
46,346
156,13
864,104
143,417
1071,158
1134,394
732,10
733,252
745,257
34,442
1140,510
921,63
69,303
1050,335
746,425
490,356
66,488
1100,22
302,269
905,465
1050,65
730,374
198,91
165,345
1085,283
194,59
1182,191
754,467
197,420
703,428
116,76
359,336
559,499
260,327
242,87
631,493
302,201
1093,225
1086,252
698,371
271,419
877,467
1135,28
596,272
588,416
800,142
395,61
931,109
1004,435
877,65
921,416
776,290
313,358
729,310
143,343
901,265
1084,331
570,270
628,102
688,395
137,499
1014,354
797,168
1164,284
123,276
